value_a,value_b,layer,cosine
harm_avoidance,sanctity,12,0.571743
harm_avoidance,sanctity,13,0.583498
harm_avoidance,sanctity,14,0.579407
harm_avoidance,sanctity,15,0.678932
harm_avoidance,sanctity,16,0.691542
harm_avoidance,sanctity,17,0.705389
harm_avoidance,sanctity,18,0.722479
harm_avoidance,sanctity,19,0.755624
harm_avoidance,sanctity,20,0.760619
harm_avoidance,sanctity,21,0.759753
harm_avoidance,sanctity,22,0.757268
harm_avoidance,sanctity,23,0.75774
harm_avoidance,sanctity,24,0.761411
harm_avoidance,sanctity,25,0.7634
harm_avoidance,sanctity,26,0.769702
harm_avoidance,sanctity,27,0.754455
harm_avoidance,sanctity,28,0.742784
harm_avoidance,sanctity,29,0.733541
harm_avoidance,sanctity,30,0.722381
harm_avoidance,sanctity,31,0.705355
harm_avoidance,tradition,0,0.961537
harm_avoidance,tradition,1,0.946675
harm_avoidance,tradition,2,0.9291
harm_avoidance,tradition,3,0.900783
harm_avoidance,tradition,4,0.862508
harm_avoidance,tradition,5,0.848665
harm_avoidance,tradition,6,0.829626
harm_avoidance,tradition,7,0.794075
harm_avoidance,tradition,8,0.762036
harm_avoidance,tradition,9,0.735403
harm_avoidance,tradition,10,0.661716
harm_avoidance,tradition,11,0.641901
harm_avoidance,tradition,12,0.458794
harm_avoidance,tradition,13,0.367872
harm_avoidance,tradition,14,0.303131
harm_avoidance,tradition,15,0.427267
harm_avoidance,tradition,16,0.47653
harm_avoidance,tradition,17,0.428834
harm_avoidance,tradition,18,0.456397
harm_avoidance,tradition,19,0.506231
harm_avoidance,tradition,20,0.507351
harm_avoidance,tradition,21,0.511709
harm_avoidance,tradition,22,0.526463
harm_avoidance,tradition,23,0.510965
harm_avoidance,tradition,24,0.481328
harm_avoidance,tradition,25,0.484124
harm_avoidance,tradition,26,0.484275
harm_avoidance,tradition,27,0.443716
harm_avoidance,tradition,28,0.429778
harm_avoidance,tradition,29,0.368126
harm_avoidance,tradition,30,0.400172
harm_avoidance,tradition,31,0.437534
honesty,impartiality,0,0.912751
honesty,impartiality,1,0.885428
honesty,impartiality,2,0.849683
honesty,impartiality,3,0.780286
honesty,impartiality,4,0.658253
honesty,impartiality,5,0.674397
honesty,impartiality,6,0.653784
honesty,impartiality,7,0.575335
honesty,impartiality,8,0.521186
honesty,impartiality,9,0.466316
honesty,impartiality,10,0.482284
honesty,impartiality,11,0.420593
honesty,impartiality,12,0.363436
honesty,impartiality,13,0.316935
honesty,impartiality,14,0.370826
honesty,impartiality,15,0.421965
honesty,impartiality,16,0.490353
honesty,impartiality,17,0.527958
honesty,impartiality,18,0.514572
honesty,impartiality,19,0.547529
honesty,impartiality,20,0.570749
honesty,impartiality,21,0.586996
honesty,impartiality,22,0.565716
honesty,impartiality,23,0.572244
honesty,impartiality,24,0.591314
honesty,impartiality,25,0.582627
honesty,impartiality,26,0.564463
honesty,impartiality,27,0.551181
honesty,impartiality,28,0.552638
honesty,impartiality,29,0.553784
honesty,impartiality,30,0.520778
honesty,impartiality,31,0.476159
honesty,integrity,0,0.89991
honesty,integrity,1,0.82156
honesty,integrity,2,0.780565
honesty,integrity,3,0.707663
honesty,integrity,4,0.57663
honesty,integrity,5,0.601584
honesty,integrity,6,0.579643
honesty,integrity,7,0.536205
honesty,integrity,8,0.47981
honesty,integrity,9,0.353567
honesty,integrity,10,0.404339
honesty,integrity,11,0.443688
honesty,integrity,12,0.431907
honesty,integrity,13,0.580336
honesty,integrity,14,0.595913
honesty,integrity,15,0.639314
honesty,integrity,16,0.692337
honesty,integrity,17,0.664048
honesty,integrity,18,0.692395
honesty,integrity,19,0.686945
honesty,integrity,20,0.692427
honesty,integrity,21,0.699534
honesty,integrity,22,0.68215
honesty,integrity,23,0.667701
honesty,integrity,24,0.663899
honesty,integrity,25,0.656147
honesty,integrity,26,0.64084
honesty,integrity,27,0.622222
honesty,integrity,28,0.614089
honesty,integrity,29,0.60279
honesty,integrity,30,0.582869
honesty,integrity,31,0.552568
honesty,kindness,0,0.924091
honesty,kindness,1,0.886452
honesty,kindness,2,0.86207
honesty,kindness,3,0.783491
honesty,kindness,4,0.622524
honesty,kindness,5,0.693158
honesty,kindness,6,0.690885
honesty,kindness,7,0.645684
honesty,kindness,8,0.62247
honesty,kindness,9,0.608301
honesty,kindness,10,0.533529
honesty,kindness,11,0.482682
honesty,kindness,12,0.443406
honesty,kindness,13,0.441151
honesty,kindness,14,0.464662
honesty,kindness,15,0.45282
honesty,kindness,16,0.442165
honesty,kindness,17,0.426493
honesty,kindness,18,0.441005
honesty,kindness,19,0.440559
honesty,kindness,20,0.429404
honesty,kindness,21,0.425223
honesty,kindness,22,0.405853
honesty,kindness,23,0.405301
honesty,kindness,24,0.406403
honesty,kindness,25,0.394654
honesty,kindness,26,0.386709
honesty,kindness,27,0.384063
honesty,kindness,28,0.374204
honesty,kindness,29,0.36783
honesty,kindness,30,0.349861
honesty,kindness,31,0.295653
honesty,loyalty,0,0.932688
honesty,loyalty,1,0.903563
honesty,loyalty,2,0.878945
honesty,loyalty,3,0.828759
honesty,loyalty,4,0.639893
honesty,loyalty,5,0.697589
honesty,loyalty,6,0.667165
honesty,loyalty,7,0.652696
honesty,loyalty,8,0.591969
honesty,loyalty,9,0.572629
honesty,loyalty,10,0.503511
honesty,loyalty,11,0.54953
honesty,loyalty,12,0.39182
honesty,loyalty,13,0.313803
honesty,loyalty,14,0.373598
honesty,loyalty,15,0.294668
honesty,loyalty,16,0.25933
honesty,loyalty,17,0.282245
honesty,loyalty,18,0.290636
honesty,loyalty,19,0.316359
honesty,loyalty,20,0.275156
honesty,loyalty,21,0.267003
honesty,loyalty,22,0.274209
honesty,loyalty,23,0.286516
honesty,loyalty,24,0.286412
honesty,loyalty,25,0.306385
honesty,loyalty,26,0.292443
honesty,loyalty,27,0.293767
honesty,loyalty,28,0.312226
honesty,loyalty,29,0.286577
honesty,loyalty,30,0.297465
honesty,loyalty,31,0.194012
honesty,mercy,0,0.908153
honesty,mercy,1,0.84971
honesty,mercy,2,0.835952
honesty,mercy,3,0.732552
honesty,mercy,4,0.606584
honesty,mercy,5,0.659429
honesty,mercy,6,0.649443
honesty,mercy,7,0.60699
honesty,mercy,8,0.547548
honesty,mercy,9,0.565689
honesty,mercy,10,0.550873
honesty,mercy,11,0.518596
honesty,mercy,12,0.373711
honesty,mercy,13,0.149068
honesty,mercy,14,0.194278
honesty,mercy,15,0.130855
honesty,mercy,16,0.093982
honesty,mercy,17,0.14324
honesty,mercy,18,0.109244
honesty,mercy,19,0.127437
honesty,mercy,20,0.111895
honesty,mercy,21,0.141605
honesty,mercy,22,0.143764
honesty,mercy,23,0.165695
honesty,mercy,24,0.212189
honesty,mercy,25,0.210622
honesty,mercy,26,0.20684
honesty,mercy,27,0.205947
honesty,mercy,28,0.225066
honesty,mercy,29,0.231152
honesty,mercy,30,0.22795
honesty,mercy,31,0.231981
honesty,privacy,0,0.926987
honesty,privacy,1,0.892877
honesty,privacy,2,0.835152
honesty,privacy,3,0.767295
honesty,privacy,4,0.617049
honesty,privacy,5,0.642705
honesty,privacy,6,0.623596
honesty,privacy,7,0.610159
honesty,privacy,8,0.613057
honesty,privacy,9,0.577048
honesty,privacy,10,0.543774
honesty,privacy,11,0.514157
honesty,privacy,12,0.469738
honesty,privacy,13,0.505268
honesty,privacy,14,0.577648
honesty,privacy,15,0.602608
honesty,privacy,16,0.638582
honesty,privacy,17,0.673482
honesty,privacy,18,0.677004
honesty,privacy,19,0.697805
honesty,privacy,20,0.702133
honesty,privacy,21,0.705941
honesty,privacy,22,0.684174
honesty,privacy,23,0.684494
honesty,privacy,24,0.687734
honesty,privacy,25,0.680726
honesty,privacy,26,0.671571
honesty,privacy,27,0.650419
honesty,privacy,28,0.652024
honesty,privacy,29,0.639025
honesty,privacy,30,0.629845
honesty,privacy,31,0.651149
honesty,sanctity,0,0.889214
honesty,sanctity,1,0.865749
honesty,sanctity,2,0.822668
honesty,sanctity,3,0.775439
honesty,sanctity,4,0.679193
honesty,sanctity,5,0.693781
honesty,sanctity,6,0.662545
honesty,sanctity,7,0.624563
honesty,sanctity,8,0.613838
honesty,sanctity,9,0.610965
honesty,sanctity,10,0.595125
honesty,sanctity,11,0.564657
honesty,sanctity,12,0.504838
honesty,sanctity,13,0.499712
honesty,sanctity,14,0.523233
honesty,sanctity,15,0.589899
honesty,sanctity,16,0.620395
honesty,sanctity,17,0.652696
honesty,sanctity,18,0.680366
honesty,sanctity,19,0.703197
honesty,sanctity,20,0.700225
honesty,sanctity,21,0.69485
honesty,sanctity,22,0.680485
honesty,sanctity,23,0.67487
honesty,sanctity,24,0.660899
honesty,sanctity,25,0.650628
honesty,sanctity,26,0.644851
honesty,sanctity,27,0.633927
honesty,sanctity,28,0.631307
honesty,sanctity,29,0.604176
honesty,sanctity,30,0.591441
honesty,sanctity,31,0.570508
honesty,tradition,0,0.932151
honesty,tradition,1,0.874422
honesty,tradition,2,0.84058
honesty,tradition,3,0.797033
honesty,tradition,4,0.661507
honesty,tradition,5,0.702317
honesty,tradition,6,0.698477
honesty,tradition,7,0.662491
honesty,tradition,8,0.62948
honesty,tradition,9,0.512607
honesty,tradition,10,0.488713
honesty,tradition,11,0.481159
honesty,tradition,12,0.384451
honesty,tradition,13,0.369711
honesty,tradition,14,0.091702
honesty,tradition,15,0.253611
honesty,tradition,16,0.300875
honesty,tradition,17,0.25459
honesty,tradition,18,0.307768
honesty,tradition,19,0.31455
honesty,tradition,20,0.300267
honesty,tradition,21,0.294754
honesty,tradition,22,0.298784
honesty,tradition,23,0.309834
honesty,tradition,24,0.251992
honesty,tradition,25,0.26396
honesty,tradition,26,0.260736
honesty,tradition,27,0.237868
honesty,tradition,28,0.22953
honesty,tradition,29,0.160268
honesty,tradition,30,0.180854
honesty,tradition,31,0.165746
impartiality,integrity,0,0.873626
impartiality,integrity,1,0.796845
impartiality,integrity,2,0.751753
impartiality,integrity,3,0.702743
impartiality,integrity,4,0.588475
impartiality,integrity,5,0.593468
impartiality,integrity,6,0.617138
impartiality,integrity,7,0.61675
impartiality,integrity,8,0.592796
impartiality,integrity,9,0.502993
impartiality,integrity,10,0.46631
impartiality,integrity,11,0.43979
impartiality,integrity,12,0.438436
impartiality,integrity,13,0.394206
impartiality,integrity,14,0.391756
impartiality,integrity,15,0.393766
impartiality,integrity,16,0.446466
impartiality,integrity,17,0.453727
impartiality,integrity,18,0.450458
impartiality,integrity,19,0.456114
impartiality,integrity,20,0.453866
impartiality,integrity,21,0.469858
impartiality,integrity,22,0.448143
impartiality,integrity,23,0.432681
impartiality,integrity,24,0.430204
impartiality,integrity,25,0.427629
impartiality,integrity,26,0.41372
impartiality,integrity,27,0.393168
impartiality,integrity,28,0.383399
impartiality,integrity,29,0.386023
impartiality,integrity,30,0.342827
impartiality,integrity,31,0.298959
impartiality,kindness,0,0.908273
impartiality,kindness,1,0.881725
impartiality,kindness,2,0.85554
impartiality,kindness,3,0.817312
impartiality,kindness,4,0.682861
impartiality,kindness,5,0.695143
impartiality,kindness,6,0.664691
impartiality,kindness,7,0.597841
impartiality,kindness,8,0.575325
impartiality,kindness,9,0.527726
impartiality,kindness,10,0.519141
impartiality,kindness,11,0.48598
impartiality,kindness,12,0.443617
impartiality,kindness,13,0.475047
impartiality,kindness,14,0.469363
impartiality,kindness,15,0.476412
impartiality,kindness,16,0.477089
impartiality,kindness,17,0.452598
impartiality,kindness,18,0.448712
impartiality,kindness,19,0.442662
impartiality,kindness,20,0.435325
impartiality,kindness,21,0.429788
impartiality,kindness,22,0.404433
impartiality,kindness,23,0.402242
impartiality,kindness,24,0.400048
impartiality,kindness,25,0.40986
impartiality,kindness,26,0.416199
impartiality,kindness,27,0.412131
impartiality,kindness,28,0.410832
impartiality,kindness,29,0.407298
impartiality,kindness,30,0.393081
impartiality,kindness,31,0.363298
impartiality,loyalty,0,0.886616
impartiality,loyalty,1,0.860391
impartiality,loyalty,2,0.808218
impartiality,loyalty,3,0.697723
impartiality,loyalty,4,0.561531
impartiality,loyalty,5,0.586658
impartiality,loyalty,6,0.539853
impartiality,loyalty,7,0.469823
impartiality,loyalty,8,0.431462
impartiality,loyalty,9,0.418178
impartiality,loyalty,10,0.340515
impartiality,loyalty,11,0.284348
impartiality,loyalty,12,0.158112
impartiality,loyalty,13,0.094834
impartiality,loyalty,14,0.198103
impartiality,loyalty,15,0.220885
impartiality,loyalty,16,0.205305
impartiality,loyalty,17,0.222313
impartiality,loyalty,18,0.225077
impartiality,loyalty,19,0.217958
impartiality,loyalty,20,0.183718
impartiality,loyalty,21,0.183981
impartiality,loyalty,22,0.189047
impartiality,loyalty,23,0.214875
impartiality,loyalty,24,0.22229
impartiality,loyalty,25,0.243952
impartiality,loyalty,26,0.240023
impartiality,loyalty,27,0.242172
impartiality,loyalty,28,0.272543
impartiality,loyalty,29,0.276344
impartiality,loyalty,30,0.250428
impartiality,loyalty,31,0.186864
impartiality,mercy,0,0.844485
impartiality,mercy,1,0.802173
impartiality,mercy,2,0.74731
impartiality,mercy,3,0.620089
impartiality,mercy,4,0.481178
impartiality,mercy,5,0.568524
impartiality,mercy,6,0.530724
impartiality,mercy,7,0.336738
impartiality,mercy,8,0.330557
impartiality,mercy,9,0.369786
impartiality,mercy,10,0.362878
impartiality,mercy,11,0.330575
impartiality,mercy,12,0.30214
impartiality,mercy,13,0.301
impartiality,mercy,14,0.13152
impartiality,mercy,15,0.189098
impartiality,mercy,16,0.177954
impartiality,mercy,17,0.273362
impartiality,mercy,18,0.317447
impartiality,mercy,19,0.323046
impartiality,mercy,20,0.313933
impartiality,mercy,21,0.317988
impartiality,mercy,22,0.32562
impartiality,mercy,23,0.347571
impartiality,mercy,24,0.382199
impartiality,mercy,25,0.37081
impartiality,mercy,26,0.36942
impartiality,mercy,27,0.386194
impartiality,mercy,28,0.411447
impartiality,mercy,29,0.427042
impartiality,mercy,30,0.394474
impartiality,mercy,31,0.320148
impartiality,privacy,0,0.917316
impartiality,privacy,1,0.875906
impartiality,privacy,2,0.847572
impartiality,privacy,3,0.79706
impartiality,privacy,4,0.688136
impartiality,privacy,5,0.680342
impartiality,privacy,6,0.67577
impartiality,privacy,7,0.649377
impartiality,privacy,8,0.604869
impartiality,privacy,9,0.558835
impartiality,privacy,10,0.566439
impartiality,privacy,11,0.54366
impartiality,privacy,12,0.546084
impartiality,privacy,13,0.525081
impartiality,privacy,14,0.505431
impartiality,privacy,15,0.587961
impartiality,privacy,16,0.613548
impartiality,privacy,17,0.667416
impartiality,privacy,18,0.682648
impartiality,privacy,19,0.690165
impartiality,privacy,20,0.697739
impartiality,privacy,21,0.693486
impartiality,privacy,22,0.677329
impartiality,privacy,23,0.684119
impartiality,privacy,24,0.700178
impartiality,privacy,25,0.6898
impartiality,privacy,26,0.683935
impartiality,privacy,27,0.682058
impartiality,privacy,28,0.68058
impartiality,privacy,29,0.686376
impartiality,privacy,30,0.651561
impartiality,privacy,31,0.598642
impartiality,sanctity,0,0.852988
impartiality,sanctity,1,0.840132
impartiality,sanctity,2,0.806273
impartiality,sanctity,3,0.748326
impartiality,sanctity,4,0.63866
impartiality,sanctity,5,0.651454
impartiality,sanctity,6,0.666928
impartiality,sanctity,7,0.604187
impartiality,sanctity,8,0.565545
impartiality,sanctity,9,0.484508
impartiality,sanctity,10,0.49069
impartiality,sanctity,11,0.461178
impartiality,sanctity,12,0.420234
impartiality,sanctity,13,0.446783
impartiality,sanctity,14,0.434132
impartiality,sanctity,15,0.536477
impartiality,sanctity,16,0.562823
impartiality,sanctity,17,0.566428
impartiality,sanctity,18,0.557702
impartiality,sanctity,19,0.572018
impartiality,sanctity,20,0.572941
impartiality,sanctity,21,0.578072
impartiality,sanctity,22,0.566893
impartiality,sanctity,23,0.578569
impartiality,sanctity,24,0.556607
impartiality,sanctity,25,0.556951
impartiality,sanctity,26,0.551978
impartiality,sanctity,27,0.534604
impartiality,sanctity,28,0.53515
impartiality,sanctity,29,0.505798
impartiality,sanctity,30,0.478709
impartiality,sanctity,31,0.460635
impartiality,tradition,0,0.921596
impartiality,tradition,1,0.874377
impartiality,tradition,2,0.853389
impartiality,tradition,3,0.822017
impartiality,tradition,4,0.715225
impartiality,tradition,5,0.70248
impartiality,tradition,6,0.705334
impartiality,tradition,7,0.604235
impartiality,tradition,8,0.583997
impartiality,tradition,9,0.52764
impartiality,tradition,10,0.485885
impartiality,tradition,11,0.501943
impartiality,tradition,12,0.396125
impartiality,tradition,13,0.303809
impartiality,tradition,14,0.18227
impartiality,tradition,15,0.300791
impartiality,tradition,16,0.355589
impartiality,tradition,17,0.164169
impartiality,tradition,18,0.103435
impartiality,tradition,19,0.120644
impartiality,tradition,20,0.101075
impartiality,tradition,21,0.122157
impartiality,tradition,22,0.125927
impartiality,tradition,23,0.151909
impartiality,tradition,24,0.079588
impartiality,tradition,25,0.09855
impartiality,tradition,26,0.095183
impartiality,tradition,27,0.053462
impartiality,tradition,28,0.044249
impartiality,tradition,29,-0.050499
impartiality,tradition,30,0.014398
impartiality,tradition,31,0.091941
integrity,kindness,0,0.884192
integrity,kindness,1,0.808291
integrity,kindness,2,0.762746
integrity,kindness,3,0.654777
integrity,kindness,4,0.56039
integrity,kindness,5,0.566636
integrity,kindness,6,0.578895
integrity,kindness,7,0.580153
integrity,kindness,8,0.519449
integrity,kindness,9,0.472427
integrity,kindness,10,0.472799
integrity,kindness,11,0.471244
integrity,kindness,12,0.463974
integrity,kindness,13,0.456473
integrity,kindness,14,0.41846
integrity,kindness,15,0.422518
integrity,kindness,16,0.444833
integrity,kindness,17,0.421006
integrity,kindness,18,0.446655
integrity,kindness,19,0.455779
integrity,kindness,20,0.438101
integrity,kindness,21,0.432908
integrity,kindness,22,0.414109
integrity,kindness,23,0.426278
integrity,kindness,24,0.431326
integrity,kindness,25,0.420502
integrity,kindness,26,0.420206
integrity,kindness,27,0.403692
integrity,kindness,28,0.392318
integrity,kindness,29,0.376684
integrity,kindness,30,0.344881
integrity,kindness,31,0.285881
integrity,loyalty,0,0.877055
integrity,loyalty,1,0.793549
integrity,loyalty,2,0.742793
integrity,loyalty,3,0.653157
integrity,loyalty,4,0.613638
integrity,loyalty,5,0.635911
integrity,loyalty,6,0.620578
integrity,loyalty,7,0.573655
integrity,loyalty,8,0.516118
integrity,loyalty,9,0.484492
integrity,loyalty,10,0.460874
integrity,loyalty,11,0.42585
integrity,loyalty,12,0.314333
integrity,loyalty,13,0.161932
integrity,loyalty,14,0.233685
integrity,loyalty,15,0.146796
integrity,loyalty,16,0.106585
integrity,loyalty,17,0.093191
integrity,loyalty,18,0.121336
integrity,loyalty,19,0.124488
integrity,loyalty,20,0.096637
integrity,loyalty,21,0.086965
integrity,loyalty,22,0.08334
integrity,loyalty,23,0.087396
integrity,loyalty,24,0.097316
integrity,loyalty,25,0.097664
integrity,loyalty,26,0.074766
integrity,loyalty,27,0.071642
integrity,loyalty,28,0.082742
integrity,loyalty,29,0.069843
integrity,loyalty,30,0.066838
integrity,loyalty,31,0.030965
integrity,mercy,0,0.842943
integrity,mercy,1,0.699487
integrity,mercy,2,0.635108
integrity,mercy,3,0.522217
integrity,mercy,4,0.326289
integrity,mercy,5,0.4321
integrity,mercy,6,0.469701
integrity,mercy,7,0.360208
integrity,mercy,8,0.335423
integrity,mercy,9,0.331047
integrity,mercy,10,0.359729
integrity,mercy,11,0.39579
integrity,mercy,12,0.3538
integrity,mercy,13,0.127279
integrity,mercy,14,0.147998
integrity,mercy,15,0.085891
integrity,mercy,16,0.075351
integrity,mercy,17,0.073932
integrity,mercy,18,0.061179
integrity,mercy,19,0.064026
integrity,mercy,20,0.046162
integrity,mercy,21,0.06844
integrity,mercy,22,0.051665
integrity,mercy,23,0.043653
integrity,mercy,24,0.068066
integrity,mercy,25,0.067479
integrity,mercy,26,0.061933
integrity,mercy,27,0.060575
integrity,mercy,28,0.080456
integrity,mercy,29,0.082196
integrity,mercy,30,0.036806
integrity,mercy,31,-0.053845
integrity,privacy,0,0.909098
integrity,privacy,1,0.883043
integrity,privacy,2,0.872304
integrity,privacy,3,0.789515
integrity,privacy,4,0.771549
integrity,privacy,5,0.754182
integrity,privacy,6,0.761891
integrity,privacy,7,0.73458
integrity,privacy,8,0.646729
integrity,privacy,9,0.604583
integrity,privacy,10,0.613188
integrity,privacy,11,0.601971
integrity,privacy,12,0.548488
integrity,privacy,13,0.511352
integrity,privacy,14,0.463928
integrity,privacy,15,0.488673
integrity,privacy,16,0.529456
integrity,privacy,17,0.517503
integrity,privacy,18,0.538809
integrity,privacy,19,0.556263
integrity,privacy,20,0.562765
integrity,privacy,21,0.567312
integrity,privacy,22,0.539961
integrity,privacy,23,0.52718
integrity,privacy,24,0.521772
integrity,privacy,25,0.531156
integrity,privacy,26,0.516516
integrity,privacy,27,0.502777
integrity,privacy,28,0.503858
integrity,privacy,29,0.507867
integrity,privacy,30,0.493732
integrity,privacy,31,0.463154
integrity,sanctity,0,0.825519
integrity,sanctity,1,0.794589
integrity,sanctity,2,0.733299
integrity,sanctity,3,0.69816
integrity,sanctity,4,0.683847
integrity,sanctity,5,0.671551
integrity,sanctity,6,0.67339
integrity,sanctity,7,0.667112
integrity,sanctity,8,0.588632
integrity,sanctity,9,0.505091
integrity,sanctity,10,0.493506
integrity,sanctity,11,0.492916
integrity,sanctity,12,0.467603
integrity,sanctity,13,0.457328
integrity,sanctity,14,0.405569
integrity,sanctity,15,0.480387
integrity,sanctity,16,0.527931
integrity,sanctity,17,0.513931
integrity,sanctity,18,0.542399
integrity,sanctity,19,0.54274
integrity,sanctity,20,0.536765
integrity,sanctity,21,0.53206
integrity,sanctity,22,0.506842
integrity,sanctity,23,0.485308
integrity,sanctity,24,0.481756
integrity,sanctity,25,0.478553
integrity,sanctity,26,0.462392
integrity,sanctity,27,0.45237
integrity,sanctity,28,0.438207
integrity,sanctity,29,0.431848
integrity,sanctity,30,0.418979
integrity,sanctity,31,0.416158
integrity,tradition,0,0.90289
integrity,tradition,1,0.85505
integrity,tradition,2,0.831186
integrity,tradition,3,0.767673
integrity,tradition,4,0.739233
integrity,tradition,5,0.699038
integrity,tradition,6,0.706327
integrity,tradition,7,0.671186
integrity,tradition,8,0.63737
integrity,tradition,9,0.618904
integrity,tradition,10,0.569635
integrity,tradition,11,0.547615
integrity,tradition,12,0.470007
integrity,tradition,13,0.376154
integrity,tradition,14,0.112068
integrity,tradition,15,0.187344
integrity,tradition,16,0.172218
integrity,tradition,17,0.124632
integrity,tradition,18,0.161734
integrity,tradition,19,0.150908
integrity,tradition,20,0.120355
integrity,tradition,21,0.124824
integrity,tradition,22,0.129955
integrity,tradition,23,0.111885
integrity,tradition,24,0.083548
integrity,tradition,25,0.080887
integrity,tradition,26,0.075424
integrity,tradition,27,0.058557
integrity,tradition,28,0.051542
integrity,tradition,29,0.008415
integrity,tradition,30,0.039732
integrity,tradition,31,0.079064
kindness,loyalty,0,0.938789
kindness,loyalty,1,0.925948
kindness,loyalty,2,0.902992
kindness,loyalty,3,0.796882
kindness,loyalty,4,0.742666
kindness,loyalty,5,0.746201
kindness,loyalty,6,0.71042
kindness,loyalty,7,0.681308
kindness,loyalty,8,0.626222
kindness,loyalty,9,0.630754
kindness,loyalty,10,0.573371
kindness,loyalty,11,0.513489
kindness,loyalty,12,0.415471
kindness,loyalty,13,0.287734
kindness,loyalty,14,0.372227
kindness,loyalty,15,0.303192
kindness,loyalty,16,0.257167
kindness,loyalty,17,0.271247
kindness,loyalty,18,0.276865
kindness,loyalty,19,0.289388
kindness,loyalty,20,0.272574
kindness,loyalty,21,0.270741
kindness,loyalty,22,0.260638
kindness,loyalty,23,0.265255
kindness,loyalty,24,0.270103
kindness,loyalty,25,0.275682
kindness,loyalty,26,0.269218
kindness,loyalty,27,0.281337
kindness,loyalty,28,0.295551
kindness,loyalty,29,0.305781
kindness,loyalty,30,0.28408
kindness,loyalty,31,0.268569
kindness,mercy,0,0.918705
kindness,mercy,1,0.854346
kindness,mercy,2,0.805975
kindness,mercy,3,0.649303
kindness,mercy,4,0.498896
kindness,mercy,5,0.608007
kindness,mercy,6,0.62735
kindness,mercy,7,0.587144
kindness,mercy,8,0.578832
kindness,mercy,9,0.599903
kindness,mercy,10,0.573659
kindness,mercy,11,0.562177
kindness,mercy,12,0.511224
kindness,mercy,13,0.376709
kindness,mercy,14,0.368727
kindness,mercy,15,0.363388
kindness,mercy,16,0.367913
kindness,mercy,17,0.393969
kindness,mercy,18,0.366513
kindness,mercy,19,0.374108
kindness,mercy,20,0.355697
kindness,mercy,21,0.377724
kindness,mercy,22,0.367977
kindness,mercy,23,0.365114
kindness,mercy,24,0.363712
kindness,mercy,25,0.36755
kindness,mercy,26,0.363354
kindness,mercy,27,0.371903
kindness,mercy,28,0.378041
kindness,mercy,29,0.391659
kindness,mercy,30,0.368604
kindness,mercy,31,0.370648
kindness,privacy,0,0.946227
kindness,privacy,1,0.918772
kindness,privacy,2,0.878841
kindness,privacy,3,0.810378
kindness,privacy,4,0.673781
kindness,privacy,5,0.649863
kindness,privacy,6,0.616628
kindness,privacy,7,0.598552
kindness,privacy,8,0.579248
kindness,privacy,9,0.603779
kindness,privacy,10,0.59558
kindness,privacy,11,0.621504
kindness,privacy,12,0.593318
kindness,privacy,13,0.620784
kindness,privacy,14,0.595545
kindness,privacy,15,0.578308
kindness,privacy,16,0.553822
kindness,privacy,17,0.539647
kindness,privacy,18,0.547444
kindness,privacy,19,0.542797
kindness,privacy,20,0.548623
kindness,privacy,21,0.545216
kindness,privacy,22,0.521944
kindness,privacy,23,0.530136
kindness,privacy,24,0.518572
kindness,privacy,25,0.532607
kindness,privacy,26,0.526739
kindness,privacy,27,0.523703
kindness,privacy,28,0.524151
kindness,privacy,29,0.519456
kindness,privacy,30,0.510149
kindness,privacy,31,0.484188
kindness,sanctity,0,0.891032
kindness,sanctity,1,0.874558
kindness,sanctity,2,0.809292
kindness,sanctity,3,0.750788
kindness,sanctity,4,0.547553
kindness,sanctity,5,0.592647
kindness,sanctity,6,0.600594
kindness,sanctity,7,0.589052
kindness,sanctity,8,0.518463
kindness,sanctity,9,0.495392
kindness,sanctity,10,0.481033
kindness,sanctity,11,0.486462
kindness,sanctity,12,0.492041
kindness,sanctity,13,0.549092
kindness,sanctity,14,0.580326
kindness,sanctity,15,0.568355
kindness,sanctity,16,0.544256
kindness,sanctity,17,0.529084
kindness,sanctity,18,0.536351
kindness,sanctity,19,0.54069
kindness,sanctity,20,0.529128
kindness,sanctity,21,0.526263
kindness,sanctity,22,0.500936
kindness,sanctity,23,0.478543
kindness,sanctity,24,0.471646
kindness,sanctity,25,0.468296
kindness,sanctity,26,0.46304
kindness,sanctity,27,0.461277
kindness,sanctity,28,0.445486
kindness,sanctity,29,0.450542
kindness,sanctity,30,0.436031
kindness,sanctity,31,0.424474
kindness,tradition,0,0.949452
kindness,tradition,1,0.92933
kindness,tradition,2,0.892512
kindness,tradition,3,0.846946
kindness,tradition,4,0.693986
kindness,tradition,5,0.717092
kindness,tradition,6,0.706477
kindness,tradition,7,0.690607
kindness,tradition,8,0.630584
kindness,tradition,9,0.597489
kindness,tradition,10,0.561731
kindness,tradition,11,0.562894
kindness,tradition,12,0.501889
kindness,tradition,13,0.475557
kindness,tradition,14,0.208613
kindness,tradition,15,0.310991
kindness,tradition,16,0.295812
kindness,tradition,17,0.178974
kindness,tradition,18,0.187952
kindness,tradition,19,0.18479
kindness,tradition,20,0.17925
kindness,tradition,21,0.178338
kindness,tradition,22,0.174504
kindness,tradition,23,0.147249
kindness,tradition,24,0.121459
kindness,tradition,25,0.121209
kindness,tradition,26,0.109385
kindness,tradition,27,0.104682
kindness,tradition,28,0.083793
kindness,tradition,29,0.042736
